rank,TABLE_NAME,fulldate,daypart,monthpart,yearpart,monthnum,daynum,yearnum,TABLE_ROWS
1421,fo07sep2006bhav,07sep2006,07,sep,2006,9,7,2006,10483
1422,fo08sep2006bhav,08sep2006,08,sep,2006,9,8,2006,10625
1423,fo11sep2006bhav,11sep2006,11,sep,2006,9,11,2006,11137
1424,fo12sep2006bhav,12sep2006,12,sep,2006,9,12,2006,11093
1425,fo13sep2006bhav,13sep2006,13,sep,2006,9,13,2006,11340
1426,fo14sep2006bhav,14sep2006,14,sep,2006,9,14,2006,11638
1427,fo15sep2006bhav,15sep2006,15,sep,2006,9,15,2006,11785
1428,fo18sep2006bhav,18sep2006,18,sep,2006,9,18,2006,11887
1429,fo19sep2006bhav,19sep2006,19,sep,2006,9,19,2006,11906
1430,fo20sep2006bhav,20sep2006,20,sep,2006,9,20,2006,11593
1431,fo21sep2006bhav,21sep2006,21,sep,2006,9,21,2006,12090
1432,fo22sep2006bhav,22sep2006,22,sep,2006,9,22,2006,12126
1433,fo25sep2006bhav,25sep2006,25,sep,2006,9,25,2006,12120
1434,fo26sep2006bhav,26sep2006,26,sep,2006,9,26,2006,12269
1435,fo27sep2006bhav,27sep2006,27,sep,2006,9,27,2006,12352
1436,fo28sep2006bhav,28sep2006,28,sep,2006,9,28,2006,12315
1437,fo29sep2006bhav,29sep2006,29,sep,2006,9,29,2006,9441
1438,fo03oct2006bhav,03oct2006,03,oct,2006,10,3,2006,9744
1439,fo04oct2006bhav,04oct2006,04,oct,2006,10,4,2006,9996
1440,fo05oct2006bhav,05oct2006,05,oct,2006,10,5,2006,10088
1441,fo06oct2006bhav,06oct2006,06,oct,2006,10,6,2006,9835
1442,fo09oct2006bhav,09oct2006,09,oct,2006,10,9,2006,10185
1443,fo10oct2006bhav,10oct2006,10,oct,2006,10,10,2006,10011
1444,fo11oct2006bhav,11oct2006,11,oct,2006,10,11,2006,10130
1445,fo12oct2006bhav,12oct2006,12,oct,2006,10,12,2006,10641
1446,fo13oct2006bhav,13oct2006,13,oct,2006,10,13,2006,10945
1447,fo16oct2006bhav,16oct2006,16,oct,2006,10,16,2006,11110
1448,fo17oct2006bhav,17oct2006,17,oct,2006,10,17,2006,11227
1449,fo18oct2006bhav,18oct2006,18,oct,2006,10,18,2006,11054
1450,fo19oct2006bhav,19oct2006,19,oct,2006,10,19,2006,11300
1451,fo20oct2006bhav,20oct2006,20,oct,2006,10,20,2006,11147
1452,fo23oct2006bhav,23oct2006,23,oct,2006,10,23,2006,11542
1453,fo26oct2006bhav,26oct2006,26,oct,2006,10,26,2006,13419
1454,fo27oct2006bhav,27oct2006,27,oct,2006,10,27,2006,8483
1455,fo30oct2006bhav,30oct2006,30,oct,2006,10,30,2006,8945
1456,fo31oct2006bhav,31oct2006,31,oct,2006,10,31,2006,9169
1457,fo01nov2006bhav,01nov2006,01,nov,2006,11,1,2006,9239
1458,fo02nov2006bhav,02nov2006,02,nov,2006,11,2,2006,9452
1459,fo03nov2006bhav,03nov2006,03,nov,2006,11,3,2006,9787
1460,fo06nov2006bhav,06nov2006,06,nov,2006,11,6,2006,9763
1461,fo07nov2006bhav,07nov2006,07,nov,2006,11,7,2006,9903
1462,fo08nov2006bhav,08nov2006,08,nov,2006,11,8,2006,9986
1463,fo09nov2006bhav,09nov2006,09,nov,2006,11,9,2006,10078
1464,fo10nov2006bhav,10nov2006,10,nov,2006,11,10,2006,10251
1465,fo13nov2006bhav,13nov2006,13,nov,2006,11,13,2006,10392
1466,fo14nov2006bhav,14nov2006,14,nov,2006,11,14,2006,10264
1467,fo15nov2006bhav,15nov2006,15,nov,2006,11,15,2006,10435
1468,fo16nov2006bhav,16nov2006,16,nov,2006,11,16,2006,10945
1469,fo17nov2006bhav,17nov2006,17,nov,2006,11,17,2006,11025
1470,fo20nov2006bhav,20nov2006,20,nov,2006,11,20,2006,11199
1471,fo21nov2006bhav,21nov2006,21,nov,2006,11,21,2006,11312
1472,fo22nov2006bhav,22nov2006,22,nov,2006,11,22,2006,11451
1473,fo23nov2006bhav,23nov2006,23,nov,2006,11,23,2006,11615
1474,fo24nov2006bhav,24nov2006,24,nov,2006,11,24,2006,12133
1475,fo27nov2006bhav,27nov2006,27,nov,2006,11,27,2006,12517
1476,fo28nov2006bhav,28nov2006,28,nov,2006,11,28,2006,11977
1477,fo29nov2006bhav,29nov2006,29,nov,2006,11,29,2006,12429
1478,fo30nov2006bhav,30nov2006,30,nov,2006,11,30,2006,14407
1479,fo01dec2006bhav,01dec2006,01,dec,2006,12,1,2006,9646
1480,fo04dec2006bhav,04dec2006,04,dec,2006,12,4,2006,9741
1481,fo05dec2006bhav,05dec2006,05,dec,2006,12,5,2006,9791
1482,fo06dec2006bhav,06dec2006,06,dec,2006,12,6,2006,10170
1483,fo07dec2006bhav,07dec2006,07,dec,2006,12,7,2006,10220
1484,fo08dec2006bhav,08dec2006,08,dec,2006,12,8,2006,10368
1485,fo11dec2006bhav,11dec2006,11,dec,2006,12,11,2006,10849
1486,fo12dec2006bhav,12dec2006,12,dec,2006,12,12,2006,11710
1487,fo13dec2006bhav,13dec2006,13,dec,2006,12,13,2006,11449
1488,fo14dec2006bhav,14dec2006,14,dec,2006,12,14,2006,11822
1489,fo15dec2006bhav,15dec2006,15,dec,2006,12,15,2006,12138
1490,fo18dec2006bhav,18dec2006,18,dec,2006,12,18,2006,12114
1491,fo19dec2006bhav,19dec2006,19,dec,2006,12,19,2006,12293
1492,fo20dec2006bhav,20dec2006,20,dec,2006,12,20,2006,12221
1493,fo21dec2006bhav,21dec2006,21,dec,2006,12,21,2006,12036
1494,fo22dec2006bhav,22dec2006,22,dec,2006,12,22,2006,12126
1495,fo26dec2006bhav,26dec2006,26,dec,2006,12,26,2006,12078
1496,fo27dec2006bhav,27dec2006,27,dec,2006,12,27,2006,12221
1497,fo28dec2006bhav,28dec2006,28,dec,2006,12,28,2006,14941
1498,fo29dec2006bhav,29dec2006,29,dec,2006,12,29,2006,11036
1499,fo02jan2007bhav,02jan2007,02,jan,2007,1,2,2007,11554
1500,fo03jan2007bhav,03jan2007,03,jan,2007,1,3,2007,11837
1501,fo04jan2007bhav,04jan2007,04,jan,2007,1,4,2007,11887
1502,fo05jan2007bhav,05jan2007,05,jan,2007,1,5,2007,12053
1503,fo08jan2007bhav,08jan2007,08,jan,2007,1,8,2007,12300
1504,fo09jan2007bhav,09jan2007,09,jan,2007,1,9,2007,12787
1505,fo10jan2007bhav,10jan2007,10,jan,2007,1,10,2007,12618
1506,fo11jan2007bhav,11jan2007,11,jan,2007,1,11,2007,12770
1507,fo12jan2007bhav,12jan2007,12,jan,2007,1,12,2007,12972
1508,fo15jan2007bhav,15jan2007,15,jan,2007,1,15,2007,13188
1509,fo16jan2007bhav,16jan2007,16,jan,2007,1,16,2007,12969
1510,fo17jan2007bhav,17jan2007,17,jan,2007,1,17,2007,13325
1511,fo18jan2007bhav,18jan2007,18,jan,2007,1,18,2007,13580
1512,fo19jan2007bhav,19jan2007,19,jan,2007,1,19,2007,13574
1513,fo22jan2007bhav,22jan2007,22,jan,2007,1,22,2007,13716
1514,fo23jan2007bhav,23jan2007,23,jan,2007,1,23,2007,13742
1515,fo24jan2007bhav,24jan2007,24,jan,2007,1,24,2007,13830
1516,fo25jan2007bhav,25jan2007,25,jan,2007,1,25,2007,13898
1517,fo29jan2007bhav,29jan2007,29,jan,2007,1,29,2007,11514
1518,fo31jan2007bhav,31jan2007,31,jan,2007,1,31,2007,11628
1519,fo01feb2007bhav,01feb2007,01,feb,2007,2,1,2007,11858
1520,fo02feb2007bhav,02feb2007,02,feb,2007,2,2,2007,12431
1521,fo05feb2007bhav,05feb2007,05,feb,2007,2,5,2007,12641
1522,fo06feb2007bhav,06feb2007,06,feb,2007,2,6,2007,12406
1523,fo07feb2007bhav,07feb2007,07,feb,2007,2,7,2007,12611
1524,fo08feb2007bhav,08feb2007,08,feb,2007,2,8,2007,13190
1525,fo09feb2007bhav,09feb2007,09,feb,2007,2,9,2007,13647
1526,fo12feb2007bhav,12feb2007,12,feb,2007,2,12,2007,14094
1527,fo13feb2007bhav,13feb2007,13,feb,2007,2,13,2007,13606
1528,fo14feb2007bhav,14feb2007,14,feb,2007,2,14,2007,14290
1529,fo15feb2007bhav,15feb2007,15,feb,2007,2,15,2007,14363
1530,fo19feb2007bhav,19feb2007,19,feb,2007,2,19,2007,14391
1531,fo20feb2007bhav,20feb2007,20,feb,2007,2,20,2007,14457
1532,fo21feb2007bhav,21feb2007,21,feb,2007,2,21,2007,14551
1533,fo22feb2007bhav,22feb2007,22,feb,2007,2,22,2007,17245
1534,fo23feb2007bhav,23feb2007,23,feb,2007,2,23,2007,12598
1535,fo26feb2007bhav,26feb2007,26,feb,2007,2,26,2007,12152
1536,fo27feb2007bhav,27feb2007,27,feb,2007,2,27,2007,12625
1537,fo28feb2007bhav,28feb2007,28,feb,2007,2,28,2007,14066
1538,fo01mar2007bhav,01mar2007,01,mar,2007,3,1,2007,14294
1539,fo02mar2007bhav,02mar2007,02,mar,2007,3,2,2007,14182
1540,fo05mar2007bhav,05mar2007,05,mar,2007,3,5,2007,15352
1541,fo06mar2007bhav,06mar2007,06,mar,2007,3,6,2007,15959
1542,fo07mar2007bhav,07mar2007,07,mar,2007,3,7,2007,16389
1543,fo08mar2007bhav,08mar2007,08,mar,2007,3,8,2007,16736
1544,fo09mar2007bhav,09mar2007,09,mar,2007,3,9,2007,16764
1545,fo12mar2007bhav,12mar2007,12,mar,2007,3,12,2007,16596
1546,fo13mar2007bhav,13mar2007,13,mar,2007,3,13,2007,16596
1547,fo14mar2007bhav,14mar2007,14,mar,2007,3,14,2007,16648
1548,fo15mar2007bhav,15mar2007,15,mar,2007,3,15,2007,16656
1549,fo16mar2007bhav,16mar2007,16,mar,2007,3,16,2007,16892
1550,fo19mar2007bhav,19mar2007,19,mar,2007,3,19,2007,16808
1551,fo20mar2007bhav,20mar2007,20,mar,2007,3,20,2007,16867
1552,fo21mar2007bhav,21mar2007,21,mar,2007,3,21,2007,16900
1553,fo22mar2007bhav,22mar2007,22,mar,2007,3,22,2007,16900
1554,fo23mar2007bhav,23mar2007,23,mar,2007,3,23,2007,17001
1555,fo26mar2007bhav,26mar2007,26,mar,2007,3,26,2007,16657
1556,fo28mar2007bhav,28mar2007,28,mar,2007,3,28,2007,17161
1557,fo29mar2007bhav,29mar2007,29,mar,2007,3,29,2007,16858
1558,fo30mar2007bhav,30mar2007,30,mar,2007,3,30,2007,13217
1559,fo02apr2007bhav,02apr2007,02,apr,2007,4,2,2007,13810
1560,fo03apr2007bhav,03apr2007,03,apr,2007,4,3,2007,13919
1561,fo04apr2007bhav,04apr2007,04,apr,2007,4,4,2007,14027
1562,fo05apr2007bhav,05apr2007,05,apr,2007,4,5,2007,14122
1563,fo09apr2007bhav,09apr2007,09,apr,2007,4,9,2007,14318
1564,fo10apr2007bhav,10apr2007,10,apr,2007,4,10,2007,14384
1565,fo11apr2007bhav,11apr2007,11,apr,2007,4,11,2007,14710
1566,fo12apr2007bhav,12apr2007,12,apr,2007,4,12,2007,14724
1567,fo13apr2007bhav,13apr2007,13,apr,2007,4,13,2007,14977
1568,fo16apr2007bhav,16apr2007,16,apr,2007,4,16,2007,15273
1569,fo17apr2007bhav,17apr2007,17,apr,2007,4,17,2007,15078
1570,fo18apr2007bhav,18apr2007,18,apr,2007,4,18,2007,15468
1571,fo19apr2007bhav,19apr2007,19,apr,2007,4,19,2007,15460
1572,fo20apr2007bhav,20apr2007,20,apr,2007,4,20,2007,15950
1573,fo23apr2007bhav,23apr2007,23,apr,2007,4,23,2007,16463
1574,fo24apr2007bhav,24apr2007,24,apr,2007,4,24,2007,16446
1575,fo25apr2007bhav,25apr2007,25,apr,2007,4,25,2007,16511
1576,fo26apr2007bhav,26apr2007,26,apr,2007,4,26,2007,19072
1577,fo27apr2007bhav,27apr2007,27,apr,2007,4,27,2007,13016
1578,fo30apr2007bhav,30apr2007,30,apr,2007,4,30,2007,13371
1579,fo03may2007bhav,03may2007,03,may,2007,5,3,2007,13299
1580,fo04may2007bhav,04may2007,04,may,2007,5,4,2007,13810
1581,fo07may2007bhav,07may2007,07,may,2007,5,7,2007,13865
1582,fo08may2007bhav,08may2007,08,may,2007,5,8,2007,14049
1583,fo09may2007bhav,09may2007,09,may,2007,5,9,2007,13703
1584,fo10may2007bhav,10may2007,10,may,2007,5,10,2007,14147
1585,fo11may2007bhav,11may2007,11,may,2007,5,11,2007,15608
1586,fo14may2007bhav,14may2007,14,may,2007,5,14,2007,16160
1587,fo15may2007bhav,15may2007,15,may,2007,5,15,2007,16479
1588,fo16may2007bhav,16may2007,16,may,2007,5,16,2007,16867
1589,fo17may2007bhav,17may2007,17,may,2007,5,17,2007,17498
1590,fo18may2007bhav,18may2007,18,may,2007,5,18,2007,17150
1591,fo21may2007bhav,21may2007,21,may,2007,5,21,2007,17989
1592,fo22may2007bhav,22may2007,22,may,2007,5,22,2007,18400
1593,fo23may2007bhav,23may2007,23,may,2007,5,23,2007,18492
1594,fo24may2007bhav,24may2007,24,may,2007,5,24,2007,18639
1595,fo25may2007bhav,25may2007,25,may,2007,5,25,2007,18832
1596,fo28may2007bhav,28may2007,28,may,2007,5,28,2007,18922
1597,fo29may2007bhav,29may2007,29,may,2007,5,29,2007,19032
1598,fo30may2007bhav,30may2007,30,may,2007,5,30,2007,19275
1599,fo31may2007bhav,31may2007,31,may,2007,5,31,2007,19104
1600,fo01jun2007bhav,01jun2007,01,jun,2007,6,1,2007,15544
1601,fo04jun2007bhav,04jun2007,04,jun,2007,6,4,2007,15490
1602,fo05jun2007bhav,05jun2007,05,jun,2007,6,5,2007,16076
1603,fo06jun2007bhav,06jun2007,06,jun,2007,6,6,2007,16280
1604,fo07jun2007bhav,07jun2007,07,jun,2007,6,7,2007,16585
1605,fo08jun2007bhav,08jun2007,08,jun,2007,6,8,2007,16915
1606,fo11jun2007bhav,11jun2007,11,jun,2007,6,11,2007,17085
1607,fo12jun2007bhav,12jun2007,12,jun,2007,6,12,2007,17202
1608,fo13jun2007bhav,13jun2007,13,jun,2007,6,13,2007,17524
1609,fo14jun2007bhav,14jun2007,14,jun,2007,6,14,2007,17600
1610,fo15jun2007bhav,15jun2007,15,jun,2007,6,15,2007,17643
1611,fo18jun2007bhav,18jun2007,18,jun,2007,6,18,2007,18141
1612,fo19jun2007bhav,19jun2007,19,jun,2007,6,19,2007,18271
1613,fo20jun2007bhav,20jun2007,20,jun,2007,6,20,2007,18318
1614,fo21jun2007bhav,21jun2007,21,jun,2007,6,21,2007,18556
1615,fo22jun2007bhav,22jun2007,22,jun,2007,6,22,2007,18638
1616,fo25jun2007bhav,25jun2007,25,jun,2007,6,25,2007,18858
1617,fo26jun2007bhav,26jun2007,26,jun,2007,6,26,2007,19006
1618,fo27jun2007bhav,27jun2007,27,jun,2007,6,27,2007,19003
1619,fo28jun2007bhav,28jun2007,28,jun,2007,6,28,2007,19079
1620,fo29jun2007bhav,29jun2007,29,jun,2007,6,29,2007,15382
1621,fo02jul2007bhav,02jul2007,02,jul,2007,7,2,2007,15723
1622,fo03jul2007bhav,03jul2007,03,jul,2007,7,3,2007,16013
1623,fo04jul2007bhav,04jul2007,04,jul,2007,7,4,2007,16744
1624,fo05jul2007bhav,05jul2007,05,jul,2007,7,5,2007,16797
1625,fo06jul2007bhav,06jul2007,06,jul,2007,7,6,2007,16678
1626,fo09jul2007bhav,09jul2007,09,jul,2007,7,9,2007,16865
1627,fo10jul2007bhav,10jul2007,10,jul,2007,7,10,2007,17111
1628,fo11jul2007bhav,11jul2007,11,jul,2007,7,11,2007,17262
1629,fo12jul2007bhav,12jul2007,12,jul,2007,7,12,2007,17327
1630,fo13jul2007bhav,13jul2007,13,jul,2007,7,13,2007,18114
1631,fo16jul2007bhav,16jul2007,16,jul,2007,7,16,2007,18565
1632,fo17jul2007bhav,17jul2007,17,jul,2007,7,17,2007,18703
1633,fo18jul2007bhav,18jul2007,18,jul,2007,7,18,2007,18694
1634,fo19jul2007bhav,19jul2007,19,jul,2007,7,19,2007,19079
1635,fo20jul2007bhav,20jul2007,20,jul,2007,7,20,2007,19142
1636,fo23jul2007bhav,23jul2007,23,jul,2007,7,23,2007,19161
1637,fo24jul2007bhav,24jul2007,24,jul,2007,7,24,2007,20198
1638,fo25jul2007bhav,25jul2007,25,jul,2007,7,25,2007,19825
1639,fo26jul2007bhav,26jul2007,26,jul,2007,7,26,2007,22936
1640,fo27jul2007bhav,27jul2007,27,jul,2007,7,27,2007,16224
1641,fo30jul2007bhav,30jul2007,30,jul,2007,7,30,2007,16536
1642,fo31jul2007bhav,31jul2007,31,jul,2007,7,31,2007,16514
1643,fo01aug2007bhav,01aug2007,01,aug,2007,8,1,2007,16520
1644,fo02aug2007bhav,02aug2007,02,aug,2007,8,2,2007,17356
1645,fo03aug2007bhav,03aug2007,03,aug,2007,8,3,2007,17533
1646,fo06aug2007bhav,06aug2007,06,aug,2007,8,6,2007,17960
1647,fo07aug2007bhav,07aug2007,07,aug,2007,8,7,2007,18054
1648,fo08aug2007bhav,08aug2007,08,aug,2007,8,8,2007,18443
1649,fo09aug2007bhav,09aug2007,09,aug,2007,8,9,2007,18582
1650,fo10aug2007bhav,10aug2007,10,aug,2007,8,10,2007,18409
1651,fo13aug2007bhav,13aug2007,13,aug,2007,8,13,2007,18445
1652,fo14aug2007bhav,14aug2007,14,aug,2007,8,14,2007,18795
1653,fo16aug2007bhav,16aug2007,16,aug,2007,8,16,2007,18446
1654,fo17aug2007bhav,17aug2007,17,aug,2007,8,17,2007,19572
1655,fo20aug2007bhav,20aug2007,20,aug,2007,8,20,2007,20462
1656,fo21aug2007bhav,21aug2007,21,aug,2007,8,21,2007,20360
1657,fo22aug2007bhav,22aug2007,22,aug,2007,8,22,2007,21367
1658,fo23aug2007bhav,23aug2007,23,aug,2007,8,23,2007,21401
1659,fo24aug2007bhav,24aug2007,24,aug,2007,8,24,2007,21592
1660,fo27aug2007bhav,27aug2007,27,aug,2007,8,27,2007,21598
1661,fo28aug2007bhav,28aug2007,28,aug,2007,8,28,2007,21608
1662,fo29aug2007bhav,29aug2007,29,aug,2007,8,29,2007,21906
1663,fo30aug2007bhav,30aug2007,30,aug,2007,8,30,2007,21678
1664,fo31aug2007bhav,31aug2007,31,aug,2007,8,31,2007,17077
1665,fo03sep2007bhav,03sep2007,03,sep,2007,9,3,2007,17492
1666,fo04sep2007bhav,04sep2007,04,sep,2007,9,4,2007,17800
1667,fo05sep2007bhav,05sep2007,05,sep,2007,9,5,2007,18463
1668,fo06sep2007bhav,06sep2007,06,sep,2007,9,6,2007,18703
1669,fo07sep2007bhav,07sep2007,07,sep,2007,9,7,2007,19055
1670,fo10sep2007bhav,10sep2007,10,sep,2007,9,10,2007,19161
1671,fo11sep2007bhav,11sep2007,11,sep,2007,9,11,2007,19420
1672,fo12sep2007bhav,12sep2007,12,sep,2007,9,12,2007,19743
1673,fo13sep2007bhav,13sep2007,13,sep,2007,9,13,2007,19887
1674,fo14sep2007bhav,14sep2007,14,sep,2007,9,14,2007,19384
1675,fo17sep2007bhav,17sep2007,17,sep,2007,9,17,2007,20128
1676,fo18sep2007bhav,18sep2007,18,sep,2007,9,18,2007,20290
1677,fo19sep2007bhav,19sep2007,19,sep,2007,9,19,2007,21119
1678,fo20sep2007bhav,20sep2007,20,sep,2007,9,20,2007,21443
1679,fo21sep2007bhav,21sep2007,21,sep,2007,9,21,2007,21917
1680,fo24sep2007bhav,24sep2007,24,sep,2007,9,24,2007,22590
1681,fo25sep2007bhav,25sep2007,25,sep,2007,9,25,2007,22814
1682,fo26sep2007bhav,26sep2007,26,sep,2007,9,26,2007,23129
1683,fo27sep2007bhav,27sep2007,27,sep,2007,9,27,2007,26383
1684,fo28sep2007bhav,28sep2007,28,sep,2007,9,28,2007,17683
1685,fo01oct2007bhav,01oct2007,01,oct,2007,10,1,2007,18832
1686,fo03oct2007bhav,03oct2007,03,oct,2007,10,3,2007,19008
1687,fo04oct2007bhav,04oct2007,04,oct,2007,10,4,2007,19790
1688,fo05oct2007bhav,05oct2007,05,oct,2007,10,5,2007,20573
1689,fo08oct2007bhav,08oct2007,08,oct,2007,10,8,2007,20777
1690,fo09oct2007bhav,09oct2007,09,oct,2007,10,9,2007,21051
1691,fo10oct2007bhav,10oct2007,10,oct,2007,10,10,2007,21549
1692,fo11oct2007bhav,11oct2007,11,oct,2007,10,11,2007,21656
1693,fo12oct2007bhav,12oct2007,12,oct,2007,10,12,2007,22173
1694,fo15oct2007bhav,15oct2007,15,oct,2007,10,15,2007,22387
1695,fo16oct2007bhav,16oct2007,16,oct,2007,10,16,2007,23186
1696,fo17oct2007bhav,17oct2007,17,oct,2007,10,17,2007,23847
1697,fo18oct2007bhav,18oct2007,18,oct,2007,10,18,2007,23913
1698,fo19oct2007bhav,19oct2007,19,oct,2007,10,19,2007,23954
1699,fo22oct2007bhav,22oct2007,22,oct,2007,10,22,2007,24304
1700,fo23oct2007bhav,23oct2007,23,oct,2007,10,23,2007,24333
1701,fo24oct2007bhav,24oct2007,24,oct,2007,10,24,2007,24603
1702,fo25oct2007bhav,25oct2007,25,oct,2007,10,25,2007,24696
1703,fo26oct2007bhav,26oct2007,26,oct,2007,10,26,2007,17933
1704,fo29oct2007bhav,29oct2007,29,oct,2007,10,29,2007,18868
1705,fo30oct2007bhav,30oct2007,30,oct,2007,10,30,2007,19897
1706,fo31oct2007bhav,31oct2007,31,oct,2007,10,31,2007,20482
1707,fo01nov2007bhav,01nov2007,01,nov,2007,11,1,2007,20321
1708,fo02nov2007bhav,02nov2007,02,nov,2007,11,2,2007,21283
1709,fo05nov2007bhav,05nov2007,05,nov,2007,11,5,2007,21908
1710,fo06nov2007bhav,06nov2007,06,nov,2007,11,6,2007,22301
1711,fo07nov2007bhav,07nov2007,07,nov,2007,11,7,2007,22484
1712,fo08nov2007bhav,08nov2007,08,nov,2007,11,8,2007,22679
1713,fo09nov2007bhav,09nov2007,09,nov,2007,11,9,2007,22781
1714,fo12nov2007bhav,12nov2007,12,nov,2007,11,12,2007,22983
1715,fo13nov2007bhav,13nov2007,13,nov,2007,11,13,2007,23261
1716,fo14nov2007bhav,14nov2007,14,nov,2007,11,14,2007,23533
1717,fo15nov2007bhav,15nov2007,15,nov,2007,11,15,2007,23984
1718,fo16nov2007bhav,16nov2007,16,nov,2007,11,16,2007,24341
1719,fo19nov2007bhav,19nov2007,19,nov,2007,11,19,2007,24895
1720,fo20nov2007bhav,20nov2007,20,nov,2007,11,20,2007,25552
1721,fo21nov2007bhav,21nov2007,21,nov,2007,11,21,2007,25577
1722,fo22nov2007bhav,22nov2007,22,nov,2007,11,22,2007,25806
1723,fo23nov2007bhav,23nov2007,23,nov,2007,11,23,2007,25920
1724,fo26nov2007bhav,26nov2007,26,nov,2007,11,26,2007,25907
1725,fo27nov2007bhav,27nov2007,27,nov,2007,11,27,2007,26133
1726,fo28nov2007bhav,28nov2007,28,nov,2007,11,28,2007,26091
1727,fo29nov2007bhav,29nov2007,29,nov,2007,11,29,2007,26361
1728,fo30nov2007bhav,30nov2007,30,nov,2007,11,30,2007,19522
1729,fo03dec2007bhav,03dec2007,03,dec,2007,12,3,2007,20879
1730,fo04dec2007bhav,04dec2007,04,dec,2007,12,4,2007,21486
1731,fo05dec2007bhav,05dec2007,05,dec,2007,12,5,2007,22162
1732,fo06dec2007bhav,06dec2007,06,dec,2007,12,6,2007,22995
1733,fo07dec2007bhav,07dec2007,07,dec,2007,12,7,2007,23107
1734,fo10dec2007bhav,10dec2007,10,dec,2007,12,10,2007,23661
1735,fo11dec2007bhav,11dec2007,11,dec,2007,12,11,2007,23930
1736,fo12dec2007bhav,12dec2007,12,dec,2007,12,12,2007,24180
1737,fo13dec2007bhav,13dec2007,13,dec,2007,12,13,2007,25010
1738,fo14dec2007bhav,14dec2007,14,dec,2007,12,14,2007,25250
1739,fo17dec2007bhav,17dec2007,17,dec,2007,12,17,2007,25577
1740,fo18dec2007bhav,18dec2007,18,dec,2007,12,18,2007,25817
1741,fo19dec2007bhav,19dec2007,19,dec,2007,12,19,2007,25931
1742,fo20dec2007bhav,20dec2007,20,dec,2007,12,20,2007,26070
1743,fo24dec2007bhav,24dec2007,24,dec,2007,12,24,2007,26249
1744,fo26dec2007bhav,26dec2007,26,dec,2007,12,26,2007,26308
1745,fo27dec2007bhav,27dec2007,27,dec,2007,12,27,2007,26497
1746,fo28dec2007bhav,28dec2007,28,dec,2007,12,28,2007,19483
1747,fo31dec2007bhav,31dec2007,31,dec,2007,12,31,2007,20220
1748,fo01jan2008bhav,01jan2008,01,jan,2008,1,1,2008,20920
1749,fo02jan2008bhav,02jan2008,02,jan,2008,1,2,2008,21283
1750,fo03jan2008bhav,03jan2008,03,jan,2008,1,3,2008,22137
1751,fo04jan2008bhav,04jan2008,04,jan,2008,1,4,2008,22677
1752,fo07jan2008bhav,07jan2008,07,jan,2008,1,7,2008,23085
1753,fo08jan2008bhav,08jan2008,08,jan,2008,1,8,2008,23356
1754,fo09jan2008bhav,09jan2008,09,jan,2008,1,9,2008,23733
1755,fo10jan2008bhav,10jan2008,10,jan,2008,1,10,2008,23930
1756,fo11jan2008bhav,11jan2008,11,jan,2008,1,11,2008,24174
1757,fo14jan2008bhav,14jan2008,14,jan,2008,1,14,2008,24316
1758,fo15jan2008bhav,15jan2008,15,jan,2008,1,15,2008,24595
1759,fo16jan2008bhav,16jan2008,16,jan,2008,1,16,2008,24784
1760,fo17jan2008bhav,17jan2008,17,jan,2008,1,17,2008,25350
1761,fo18jan2008bhav,18jan2008,18,jan,2008,1,18,2008,24635
1762,fo21jan2008bhav,21jan2008,21,jan,2008,1,21,2008,26109
1763,fo22jan2008bhav,22jan2008,22,jan,2008,1,22,2008,30982
1764,fo23jan2008bhav,23jan2008,23,jan,2008,1,23,2008,35004
1765,fo24jan2008bhav,24jan2008,24,jan,2008,1,24,2008,35521
1766,fo25jan2008bhav,25jan2008,25,jan,2008,1,25,2008,35523
1767,fo28jan2008bhav,28jan2008,28,jan,2008,1,28,2008,35895
1768,fo29jan2008bhav,29jan2008,29,jan,2008,1,29,2008,35784
1769,fo30jan2008bhav,30jan2008,30,jan,2008,1,30,2008,36062
1770,fo31jan2008bhav,31jan2008,31,jan,2008,1,31,2008,35973
1771,fo01feb2008bhav,01feb2008,01,feb,2008,2,1,2008,26932
1772,fo04feb2008bhav,04feb2008,04,feb,2008,2,4,2008,27873
1773,fo05feb2008bhav,05feb2008,05,feb,2008,2,5,2008,28555
1774,fo06feb2008bhav,06feb2008,06,feb,2008,2,6,2008,28834
1775,fo07feb2008bhav,07feb2008,07,feb,2008,2,7,2008,28781
1776,fo08feb2008bhav,08feb2008,08,feb,2008,2,8,2008,29055
1777,fo11feb2008bhav,11feb2008,11,feb,2008,2,11,2008,29550
1778,fo12feb2008bhav,12feb2008,12,feb,2008,2,12,2008,30652
1779,fo13feb2008bhav,13feb2008,13,feb,2008,2,13,2008,31379
1780,fo14feb2008bhav,14feb2008,14,feb,2008,2,14,2008,31706
1781,fo15feb2008bhav,15feb2008,15,feb,2008,2,15,2008,31628
1782,fo18feb2008bhav,18feb2008,18,feb,2008,2,18,2008,31682
1783,fo19feb2008bhav,19feb2008,19,feb,2008,2,19,2008,30850
1784,fo20feb2008bhav,20feb2008,20,feb,2008,2,20,2008,31736
1785,fo21feb2008bhav,21feb2008,21,feb,2008,2,21,2008,31815
1786,fo22feb2008bhav,22feb2008,22,feb,2008,2,22,2008,32074
1787,fo25feb2008bhav,25feb2008,25,feb,2008,2,25,2008,32254
1788,fo26feb2008bhav,26feb2008,26,feb,2008,2,26,2008,32197
